Epoch,Batch,E loss
0,0,0.8406965732574463
0,5,0.8737561702728271
0,10,0.47805601358413696
0,15,0.3767726421356201
0,20,0.3590587377548218
0,25,0.35263317823410034
0,30,0.3397563695907593
0,35,0.27834266424179077
0,40,0.26972854137420654
0,45,0.27576011419296265
0,50,0.2653205692768097
0,55,0.31228697299957275
0,60,0.2993015646934509
0,65,0.25752782821655273
0,70,0.3057365417480469
0,75,0.3103782534599304
0,80,0.32109594345092773
0,85,0.24243739247322083
0,90,0.28274452686309814
0,95,0.25942638516426086
0,100,0.2804933190345764
0,105,0.34188973903656006
0,110,0.3669118881225586
0,115,0.3425728678703308
0,120,0.24621304869651794
0,125,0.26864224672317505
0,130,0.2872086465358734
0,135,0.31506913900375366
0,140,0.24977847933769226
0,145,0.2350747287273407
0,150,0.21251803636550903
0,155,0.2903625965118408
0,160,0.286519855260849
0,165,0.2685335874557495
0,170,0.2581975758075714
0,175,0.2423466145992279
0,180,0.27916842699050903
0,185,0.25156643986701965
0,190,0.26112043857574463
0,195,0.2645636200904846
0,200,0.23815582692623138
0,205,0.22565773129463196
0,210,0.21861106157302856
0,215,0.1978711485862732
0,220,0.25070902705192566
0,225,0.22730955481529236
0,230,0.2497970014810562
0,235,0.198052316904068
0,240,0.23487383127212524
0,245,0.2605738937854767
0,250,0.22934970259666443
0,255,0.2337007373571396
0,260,0.24292147159576416
0,265,0.23470771312713623
0,270,0.25469115376472473
0,275,0.21519125998020172
0,280,0.25167641043663025
0,285,0.21995428204536438
0,290,0.22198963165283203
0,295,0.22425994277000427
0,300,0.187107652425766
0,305,0.23046152293682098
0,310,0.22352084517478943
0,315,0.19905105233192444
0,320,0.24634745717048645
0,325,0.21398049592971802
0,330,0.23458169400691986
0,335,0.20716997981071472
0,340,0.27365922927856445
0,345,0.23726946115493774
0,350,0.20687516033649445
0,355,0.20475909113883972
0,360,0.24163149297237396
0,365,0.1684350073337555
0,370,0.21666879951953888
0,375,0.23601874709129333
0,380,0.1941615790128708
0,385,0.21447011828422546
0,390,0.22581781446933746
0,395,0.22972674667835236
0,400,0.2978517413139343
0,405,0.25854945182800293
0,410,0.21036794781684875
0,415,0.25254330039024353
0,420,0.22167885303497314
0,425,0.22705107927322388
0,430,0.20540916919708252
0,435,0.23635143041610718
0,440,0.1953224241733551
0,445,0.18437409400939941
0,450,0.24753156304359436
0,455,0.22603805363178253
0,460,0.20430175960063934
0,465,0.21220065653324127
0,470,0.2139943689107895
0,475,0.23920857906341553
0,480,0.20022916793823242
0,485,0.2192855179309845
0,490,0.20401421189308167
0,495,0.20665842294692993
0,500,0.19666501879692078
0,505,0.21207964420318604
0,510,0.21343687176704407
0,515,0.24177515506744385
0,520,0.1889718472957611
0,525,0.23916345834732056
0,530,0.23322586715221405
0,535,0.21454942226409912
0,540,0.20765623450279236
0,545,0.2453688383102417
0,550,0.19777753949165344
0,555,0.19207903742790222
0,560,0.23918603360652924
0,565,0.22692331671714783
0,570,0.21193577349185944
0,575,0.1995721459388733
0,580,0.19606241583824158
0,585,0.20134016871452332
0,590,0.20484179258346558
0,595,0.1859232485294342
0,600,0.21081459522247314
0,605,0.1970137655735016
0,610,0.2114371955394745
0,615,0.2010473608970642
0,620,0.21976757049560547
0,625,0.23142370581626892
0,630,0.19860073924064636
0,635,0.19567236304283142
0,640,0.2132747769355774
0,645,0.19009914994239807
0,650,0.2117309272289276
0,655,0.21680215001106262
0,660,0.18410763144493103
0,665,0.18826407194137573
0,670,0.2188696712255478
0,675,0.21472126245498657
0,680,0.17857134342193604
0,685,0.1631292998790741
0,690,0.19153547286987305
0,695,0.2042340338230133
0,700,0.1780419945716858
0,705,0.1750698983669281
0,710,0.227627694606781
0,715,0.2010418027639389
0,720,0.17663626372814178
0,725,0.1955525279045105
0,730,0.21769122779369354
0,735,0.1993730664253235
0,740,0.22217294573783875
0,745,0.165273517370224
0,750,0.20428955554962158
0,755,0.20281200110912323
0,760,0.1676228940486908
0,765,0.18247109651565552
0,770,0.26835185289382935
0,775,0.17505590617656708
0,780,0.1953320950269699
0,785,0.17620134353637695
0,790,0.2093796730041504
0,795,0.1825791299343109
0,800,0.1671614944934845
0,805,0.1650497317314148
0,810,0.22235634922981262
0,815,0.18953025341033936
0,820,0.1956094652414322
0,825,0.1621452271938324
0,830,0.19892382621765137
0,835,0.19132205843925476
0,840,0.17640769481658936
0,845,0.19213400781154633
0,850,0.19857178628444672
0,855,0.18477606773376465
0,860,0.2056097686290741
0,865,0.2292376011610031
0,870,0.20950451493263245
0,875,0.23100578784942627
0,880,0.19126668572425842
0,885,0.21449685096740723
0,890,0.18913507461547852
0,895,0.16730886697769165
0,900,0.19106537103652954
0,905,0.17140492796897888
0,910,0.17372655868530273
0,915,0.20350557565689087
0,920,0.17989885807037354
0,925,0.18155692517757416
0,930,0.2107635736465454
0,935,0.1945744752883911
0,940,0.1752038151025772
0,945,0.17596369981765747
0,950,0.20871376991271973
0,955,0.18471619486808777
0,960,0.1866813749074936
0,965,0.22547921538352966
0,970,0.2092519998550415
0,975,0.22456571459770203
0,980,0.19880929589271545
0,985,0.19369272887706757
0,990,0.15730197727680206
0,995,0.17473092675209045
0,1000,0.1872704029083252
0,1005,0.1932557374238968
0,1010,0.20220649242401123
0,1015,0.17444637417793274
0,1020,0.20987042784690857
0,1025,0.18507066369056702
0,1030,0.1630299985408783
0,1035,0.21197503805160522
0,1040,0.2210969775915146
0,1045,0.18983200192451477
0,1050,0.1603790521621704
0,1055,0.18377596139907837
0,1060,0.171229749917984
0,1065,0.18790927529335022
0,1070,0.22229427099227905
0,1075,0.17935612797737122
0,1080,0.16926594078540802
0,1085,0.17925623059272766
0,1090,0.14002133905887604
0,1095,0.16863659024238586
0,1100,0.19667962193489075
0,1105,0.16543897986412048
0,1110,0.21621611714363098
0,1115,0.20489376783370972
0,1120,0.18439987301826477
0,1125,0.1911730170249939
0,1130,0.22693048417568207
0,1135,0.17380636930465698
0,1140,0.20029018819332123
