label,img_distance,anomaly_score,z_distance
0,0.023088587448000908,0.03417477384209633,0.005522463470697403
1,0.09813690185546875,0.1285441517829895,0.005816930904984474
0,0.04227876290678978,0.07570518553256989,0.026682835072278976
1,0.06693337112665176,0.07999908179044724,0.014578483998775482
1,0.11383399367332458,0.16344016790390015,0.03776820749044418
0,0.09489020705223083,0.11873244494199753,0.008575445972383022
1,0.10567966848611832,0.14185990393161774,0.01549791730940342
1,0.10333412140607834,0.14049537479877472,0.01777409203350544
1,0.110272616147995,0.13547903299331665,0.014876479282975197
0,0.10099758952856064,0.11916665732860565,0.015376262366771698
1,0.16216792166233063,0.2007347196340561,0.017321070656180382
0,0.06179418787360191,0.14857901632785797,0.01826372928917408
1,0.06394893676042557,0.07905866205692291,0.009461733512580395
1,0.06021526828408241,0.08932068198919296,0.004276453983038664
0,0.12439944595098495,0.1514497995376587,0.02664351463317871
1,0.15728309750556946,0.218965083360672,0.028573229908943176
0,0.1112261414527893,0.1304721236228943,0.0060318587347865105
1,0.11518340557813644,0.15438731014728546,0.02718142792582512
1,0.06142764165997505,0.11697977781295776,0.04449792951345444
1,0.11238229274749756,0.21645399928092957,0.07028774172067642
1,0.11886045336723328,0.20390670001506805,0.012720359489321709
0,0.0620795339345932,0.07661132514476776,0.011732417158782482
0,0.0525365024805069,0.10780539363622665,0.04852449521422386
0,0.09691524505615234,0.12204603850841522,0.01425731461495161
0,0.015856614336371422,0.027777988463640213,0.008733473718166351
1,0.15033109486103058,0.18112489581108093,0.008605750277638435
1,0.12209691852331161,0.1656985580921173,0.03322123363614082
0,0.13568782806396484,0.15445855259895325,0.014557166025042534
1,0.08307444304227829,0.10722874850034714,0.008946122601628304
1,0.09869637340307236,0.173071026802063,0.013706010766327381
1,0.09955867379903793,0.1110788956284523,0.005913781002163887
1,0.11366496235132217,0.13920339941978455,0.007794452831149101
1,0.11467888206243515,0.16338546574115753,0.0324493870139122
1,0.13922780752182007,0.16741101443767548,0.008487990126013756
1,0.09152557700872421,0.10573378205299377,0.008385776542127132
1,0.11847835779190063,0.14669770002365112,0.014102551154792309
1,0.1391882747411728,0.17224782705307007,0.01190333254635334
0,0.07818379253149033,0.13578206300735474,0.00560089061036706
1,0.14606527984142303,0.18081647157669067,0.01331156212836504
1,0.05890825763344765,0.09560059010982513,0.0242877509444952
1,0.08199930936098099,0.10062940418720245,0.004413639660924673
1,0.1061224713921547,0.126030832529068,0.011270943097770214
0,0.033817995339632034,0.04405639320611954,0.00547352060675621
0,0.009404958225786686,0.01620035246014595,0.0057716937735676765
1,0.10780483484268188,0.15332648158073425,0.03290330991148949
0,0.06023724004626274,0.09198465943336487,0.021207518875598907
1,0.059120167046785355,0.10752788186073303,0.014479497447609901
1,0.07939131557941437,0.10447865724563599,0.00910987239331007
1,0.13773579895496368,0.17367306351661682,0.02327525056898594
1,0.06448011845350266,0.08071796596050262,0.02273263782262802
1,0.06347722560167313,0.1589144468307495,0.014612908475100994
1,0.09169671684503555,0.11288626492023468,0.013439672999083996
1,0.14844247698783875,0.20885732769966125,0.05662691965699196
1,0.08997020870447159,0.11879317462444305,0.012182223610579967
0,0.08581894636154175,0.09618943184614182,0.008867098949849606
1,0.06564389914274216,0.07517008483409882,0.003471650183200836
1,0.13053710758686066,0.16757002472877502,0.014232716523110867
1,0.10836809873580933,0.16495183110237122,0.009844694286584854
0,0.01895189844071865,0.027199897915124893,0.006040864624083042
0,0.04310255125164986,0.06415380537509918,0.007280264515429735
1,0.11869227141141891,0.14264070987701416,0.006791987456381321
1,0.1456117182970047,0.1750171035528183,0.00802453514188528
0,0.02766309678554535,0.04127015918493271,0.010510354302823544
1,0.08307645469903946,0.10265558958053589,0.01583077758550644
0,0.07771331816911697,0.10290510952472687,0.009734577499330044
1,0.09124686568975449,0.1319933831691742,0.026207778602838516
1,0.11313536763191223,0.1674521416425705,0.045509349554777145
0,0.09377660602331161,0.1289183497428894,0.01485163439065218
1,0.10843467712402344,0.12750014662742615,0.017980271950364113
1,0.14308446645736694,0.2850596308708191,0.09145016968250275
1,0.0702696442604065,0.08197556436061859,0.004702343139797449
0,0.08796083927154541,0.1062573492527008,0.0258159302175045
0,0.11264457553625107,0.133357971906662,0.006936958990991116
0,0.04860997200012207,0.08277573436498642,0.03091781586408615
1,0.1219136044383049,0.1640245020389557,0.0460459366440773
1,0.1339607834815979,0.1613326370716095,0.008107735775411129
1,0.0593247227370739,0.08685234189033508,0.014524050988256931
1,0.07457739859819412,0.10490231215953827,0.015935854986310005
1,0.0601518489420414,0.07709673792123795,0.006330049131065607
1,0.07507217675447464,0.08631531894207001,0.00582695659250021
1,0.067471943795681,0.09237436950206757,0.023670552298426628
0,0.0012378686806187034,0.0019525930983945727,0.000335404125507921
1,0.24496977031230927,0.3077429533004761,0.00593544589355588
1,0.15785688161849976,0.2044750601053238,0.044883690774440765
1,0.08143740147352219,0.11828306317329407,0.01687612570822239
1,0.10289537161588669,0.12180027365684509,0.025077607482671738
1,0.15706102550029755,0.2167627215385437,0.026849187910556793
0,0.07686655968427658,0.09985209256410599,0.01613761857151985
1,0.09656301885843277,0.11671935021877289,0.004708846565335989
1,0.09368860721588135,0.10806482285261154,0.01325984112918377
1,0.12002220749855042,0.1635965257883072,0.03523217514157295
1,0.09693025797605515,0.1256258189678192,0.014646312221884727
1,0.11214045435190201,0.12954840064048767,0.008197745308279991
1,0.10318032652139664,0.12977761030197144,0.012698343023657799
0,0.0015413019573315978,0.002644273918122053,0.00038808712270110846
1,0.1112712100148201,0.15944498777389526,0.05208371952176094
1,0.17478327453136444,0.20787528157234192,0.007803633809089661
1,0.16184820234775543,0.2278672754764557,0.04639938846230507
1,0.1118672713637352,0.13263750076293945,0.029796713963150978
0,0.13545365631580353,0.21865959465503693,0.07677166163921356
1,0.058682817965745926,0.07318617403507233,0.015029076486825943
0,0.11880335211753845,0.15187130868434906,0.007016284391283989
1,0.1130979061126709,0.1492447406053543,0.015311440452933311
0,0.034410059452056885,0.07418836653232574,0.024527939036488533
1,0.08723891526460648,0.11472074687480927,0.021564340218901634
0,0.1423511505126953,0.16639529168605804,0.023755930364131927
1,0.10548587888479233,0.12594254314899445,0.013225534930825233
0,0.1141672134399414,0.15127137303352356,0.09254439175128937
0,0.059194114059209824,0.07400491088628769,0.01306380145251751
1,0.05758022144436836,0.08216312527656555,0.0027353037148714066
1,0.047008633613586426,0.06257405877113342,0.0054786489345133305
