label,img_distance,anomaly_score,z_distance
0,0.003762633539736271,0.005825324449688196,0.00048801087541505694
1,0.0689486637711525,0.09437218308448792,0.016008881852030754
0,0.03585327789187431,0.044574953615665436,0.012374812737107277
1,0.058205217123031616,0.0706971138715744,0.00955264363437891
1,0.06781934201717377,0.09081044793128967,0.017673639580607414
0,0.09665286540985107,0.11963143944740295,0.021279431879520416
1,0.08703479915857315,0.13724085688591003,0.01976700872182846
1,0.07733062654733658,0.09752880036830902,0.02169056423008442
1,0.05224329233169556,0.0739050954580307,0.017174266278743744
0,0.10626409202814102,0.12738436460494995,0.021226583048701286
1,0.10539845377206802,0.1261218935251236,0.036430586129426956
0,0.041086602956056595,0.057579949498176575,0.013299806043505669
1,0.09233512729406357,0.12506556510925293,0.022218530997633934
1,0.03876319155097008,0.05092814564704895,0.013982134871184826
0,0.11493619531393051,0.14212119579315186,0.01280183531343937
1,0.1076820120215416,0.1277475655078888,0.01759154163300991
0,0.09712479263544083,0.12429673969745636,0.020266130566596985
1,0.1098664328455925,0.14775095880031586,0.028122195973992348
1,0.04793053865432739,0.065187007188797,0.018277158960700035
1,0.041944894939661026,0.057090964168310165,0.026194600388407707
1,0.08226513862609863,0.09749984741210938,0.013160246424376965
0,0.07560679316520691,0.08729510754346848,0.012280073016881943
0,0.06553291529417038,0.08939064294099808,0.021406959742307663
0,0.11230521649122238,0.13626210391521454,0.0227840356528759
0,0.012793662957847118,0.01900116726756096,0.007830585353076458
1,0.12736500799655914,0.16440218687057495,0.022348349913954735
1,0.12131428718566895,0.16065256297588348,0.024126043543219566
0,0.16736681759357452,0.2006273865699768,0.021772753447294235
1,0.09781060367822647,0.12336263060569763,0.02288302406668663
1,0.06285671889781952,0.07332214713096619,0.014820869080722332
1,0.11018618941307068,0.14124925434589386,0.02547183260321617
1,0.06796897947788239,0.08824840188026428,0.023787667974829674
1,0.022495144978165627,0.02976536750793457,0.008811752311885357
1,0.13791313767433167,0.1736394613981247,0.02814127691090107
1,0.08000065386295319,0.09646563231945038,0.013225792907178402
1,0.09816143661737442,0.1226920410990715,0.022729916498064995
1,0.1318209171295166,0.17065389454364777,0.031378697603940964
0,0.02097897231578827,0.027323715388774872,0.004109424538910389
1,0.11889883130788803,0.13988564908504486,0.021892661228775978
1,0.03660103306174278,0.04738641902804375,0.01114735845476389
