label,img_distance,anomaly_score,z_distance
0,0.00318147917278111,0.00718338880687952,0.0027310859877616167
1,0.07245438545942307,0.09660771489143372,0.028390945866703987
0,0.0453062541782856,0.06203354895114899,0.0184696763753891
1,0.05421653762459755,0.06876710057258606,0.024213653057813644
1,0.06602607667446136,0.09698036313056946,0.023439187556505203
0,0.06971894949674606,0.07662127166986465,0.026766251772642136
1,0.06856551766395569,0.0890214666724205,0.032039519399404526
1,0.08319289237260818,0.10815457999706268,0.05154533311724663
1,0.04523397609591484,0.058466631919145584,0.016941025853157043
0,0.07850348949432373,0.08508510142564774,0.028712453320622444
1,0.09859263896942139,0.12736153602600098,0.04844026640057564
0,0.043268803507089615,0.14865486323833466,0.02476876974105835
1,0.05181584879755974,0.06247769296169281,0.018428055569529533
1,0.048107147216796875,0.06846211850643158,0.016156654804944992
0,0.09856913238763809,0.12176202237606049,0.034621626138687134
1,0.12502102553844452,0.16472241282463074,0.05061686038970947
0,0.10054504126310349,0.12455249577760696,0.03122863918542862
1,0.09137142449617386,0.12168005108833313,0.046222928911447525
1,0.05130721256136894,0.0661531463265419,0.017319288104772568
1,0.045877162367105484,0.09704531729221344,0.026169128715991974
1,0.10912460088729858,0.2943824529647827,0.021996457129716873
0,0.05467157065868378,0.06370682269334793,0.046335652470588684
0,0.06599048525094986,0.09932176023721695,0.02790737897157669
0,0.07813818007707596,0.08913211524486542,0.03104301728308201
0,0.02328523062169552,0.04044000059366226,0.024095792323350906
1,0.14540301263332367,0.1840192973613739,0.03497931361198425
1,0.1053643450140953,0.1441885083913803,0.0678379088640213
0,0.10932791978120804,0.11893276870250702,0.022345056757330894
1,0.0781923159956932,0.09751851111650467,0.031078943982720375
1,0.08106270432472229,0.2686772048473358,0.017336294054985046
1,0.09151794761419296,0.10889435559511185,0.025613492354750633
1,0.0894852802157402,0.1163925975561142,0.04211872071027756
1,0.03649091348052025,0.05127944424748421,0.017583096399903297
1,0.15129317343235016,0.2011348158121109,0.06007291376590729
1,0.06518694758415222,0.07175226509571075,0.015132460743188858
1,0.1066141203045845,0.13609938323497772,0.03855982795357704
1,0.13892875611782074,0.1973332166671753,0.06525600701570511
0,0.03285546973347664,0.07804544270038605,0.004833709914237261
1,0.10791561007499695,0.1326950192451477,0.05725528299808502
1,0.04136412590742111,0.056996144354343414,0.017852388322353363
1,0.06234006583690643,0.09182514250278473,0.03589050471782684
1,0.07618341594934464,0.10016213357448578,0.02583097480237484
0,0.0026650018990039825,0.006211922969669104,0.0026356077287346125
0,0.008391561917960644,0.016042497009038925,0.006215397268533707
1,0.08679115027189255,0.1799386739730835,0.02334432303905487
0,0.03614210709929466,0.05526993051171303,0.02083747088909149
1,0.050326138734817505,0.06552745401859283,0.016925113275647163
1,0.1025138720870018,0.13127484917640686,0.03198937699198723
1,0.09933548420667648,0.2356812059879303,0.022451553493738174
1,0.05211178585886955,0.07786807417869568,0.029712118208408356
1,0.05472853407263756,0.0795544981956482,0.021756460890173912
1,0.05760636925697327,0.07761435210704803,0.027680888772010803
1,0.06820701062679291,0.1055978387594223,0.03268533572554588
1,0.06833585351705551,0.08969885855913162,0.03442606329917908
0,0.06719968467950821,0.0778413861989975,0.020510241389274597
1,0.0536038912832737,0.06504617631435394,0.01768432930111885
1,0.11124849319458008,0.15053367614746094,0.060963135212659836
1,0.07947980612516403,0.22543472051620483,0.021574029698967934
0,0.005393048282712698,0.013253273442387581,0.003982545342296362
0,0.04400013014674187,0.06137755513191223,0.011456692591309547
1,0.09788510203361511,0.11561122536659241,0.03298133239150047
1,0.14461715519428253,0.18349692225456238,0.04708882421255112
0,0.011673450469970703,0.024969307705760002,0.012739161029458046
1,0.055209457874298096,0.07309475541114807,0.026684528216719627
0,0.03291172534227371,0.04676198214292526,0.018340742215514183
1,0.03425909951329231,0.04260582849383354,0.01806466653943062
1,0.0517006516456604,0.07332690805196762,0.013772263191640377
0,0.10472144931554794,0.1428549587726593,0.04916764423251152
1,0.1062854751944542,0.12150295078754425,0.03218984231352806
1,0.10677555203437805,0.20805349946022034,0.06051996722817421
1,0.06182335689663887,0.07922159135341644,0.02266053669154644
0,0.054234281182289124,0.07476390153169632,0.018675819039344788
0,0.10319968312978745,0.11751050502061844,0.02635585330426693
0,0.059788141399621964,0.09381657838821411,0.031207026913762093
1,0.10954610258340836,0.1737474650144577,0.03471300005912781
