label,img_distance,anomaly_score,z_distance
0,0.03867137059569359,0.03990916535258293,0.005156927276402712
1,0.12426143139600754,0.1270800083875656,0.004392935428768396
0,0.05334998294711113,0.05392411723732948,0.003487951820716262
1,0.0586758516728878,0.05925753340125084,0.0027108266949653625
1,0.11205935478210449,0.11356712132692337,0.00821771938353777
0,0.07574325054883957,0.08060498535633087,0.008565468713641167
1,0.08744979649782181,0.09186161309480667,0.009267621673643589
1,0.08832398056983948,0.0932478979229927,0.009075425565242767
1,0.09292089939117432,0.0957094207406044,0.0049298894591629505
0,0.16044260561466217,0.1625039428472519,0.015165030024945736
1,0.14273901283740997,0.14448924362659454,0.005412579979747534
0,0.13641656935214996,0.14453841745853424,0.04129863157868385
1,0.09201488643884659,0.0990116149187088,0.004736421164125204
1,0.08201371878385544,0.08402112126350403,0.0024420893751084805
0,0.11219760775566101,0.11387273669242859,0.006436055526137352
1,0.15821468830108643,0.16338300704956055,0.03542153909802437
0,0.14551092684268951,0.14861705899238586,0.003972739912569523
1,0.10374379903078079,0.10722935944795609,0.010379059240221977
1,0.06932875514030457,0.07034072279930115,0.0101980771869421
1,0.12117614597082138,0.12596403062343597,0.022291449829936028
1,0.08390426635742188,0.0918930247426033,0.006024518050253391
0,0.11218198388814926,0.1865430325269699,0.05952450633049011
0,0.06699668616056442,0.06831271946430206,0.00816568173468113
0,0.08260469883680344,0.08832181245088577,0.008750205859541893
0,0.01980608142912388,0.020006487146019936,0.0015670948196202517
1,0.20083372294902802,0.2039753496646881,0.005748265888541937
1,0.11571867018938065,0.12068286538124084,0.008242753334343433
0,0.18445242941379547,0.18765446543693542,0.0125829903408885
1,0.10982169955968857,0.11319602280855179,0.003378564026206732
1,0.074513278901577,0.08340445905923843,0.006839805282652378
1,0.14409373700618744,0.1483594924211502,0.01054559089243412
1,0.1276991218328476,0.12999507784843445,0.0036496480461210012
1,0.1666099727153778,0.17050577700138092,0.034851666539907455
1,0.15975908935070038,0.1617080271244049,0.007160169072449207
1,0.1276768445968628,0.1333320140838623,0.0105305016040802
1,0.11049667745828629,0.11200656741857529,0.005634394474327564
1,0.12962768971920013,0.13107962906360626,0.004850407131016254
0,0.06919623166322708,0.07033052295446396,0.002166073303669691
1,0.14042530953884125,0.14393816888332367,0.00965811312198639
1,0.06183435395359993,0.06256774812936783,0.005403945222496986
1,0.10314518213272095,0.10727819800376892,0.0033262602519243956
1,0.0827096477150917,0.08481088280677795,0.006901334505528212
0,0.05533464625477791,0.05770168453454971,0.009001023136079311
0,0.013774115592241287,0.014044041745364666,0.0015500676818192005
1,0.08996748179197311,0.09482395648956299,0.005874001886695623
0,0.07138250768184662,0.07231596857309341,0.008158178068697453
1,0.07570657879114151,0.07909725606441498,0.004691549111157656
1,0.12174729257822037,0.12406352162361145,0.007405735086649656
1,0.11130341142416,0.11645273119211197,0.003478403203189373
1,0.059160277247428894,0.059702809900045395,0.003122268244624138
1,0.08812170475721359,0.09280301630496979,0.005705622490495443
1,0.07897308468818665,0.07999631762504578,0.004001452121883631
1,0.12989076972007751,0.1330004334449768,0.016414901241660118
1,0.11705061048269272,0.12144345045089722,0.016712233424186707
0,0.12269750982522964,0.1273200362920761,0.006143361330032349
1,0.10085970163345337,0.10727225989103317,0.001791162882000208
1,0.11687034368515015,0.11943455785512924,0.004294943995773792
1,0.08325376361608505,0.0924723744392395,0.00577818276360631
0,0.04000534117221832,0.041817255318164825,0.007132252678275108
0,0.06711885333061218,0.06950641423463821,0.0063943988643586636
1,0.15781985223293304,0.1607632040977478,0.007836814038455486
1,0.1715443879365921,0.17370349168777466,0.004157255403697491
0,0.046015601605176926,0.04759952053427696,0.006851531099528074
1,0.06987905502319336,0.07068523019552231,0.004757578019052744
0,0.13046808540821075,0.13503825664520264,0.028371868655085564
1,0.1283739060163498,0.13223910331726074,0.050035201013088226
1,0.11045780032873154,0.11548271030187607,0.03647231683135033
0,0.12403620034456253,0.1265355497598648,0.014081424102187157
1,0.14035369455814362,0.14435195922851562,0.02003260888159275
1,0.14103154838085175,0.14513249695301056,0.021410610526800156
1,0.10284250229597092,0.10824175179004669,0.0018118200823664665
0,0.17149941623210907,0.17546218633651733,0.026443326845765114
0,0.14858125150203705,0.153244286775589,0.006948693189769983
0,0.06418175995349884,0.06489982455968857,0.006295567378401756
1,0.10211413353681564,0.10774558037519455,0.01252356544137001
1,0.15313425660133362,0.15520665049552917,0.004906775429844856
1,0.0971895083785057,0.10427291691303253,0.0039777434431016445
1,0.10417968034744263,0.10799196362495422,0.010360194370150566
1,0.08744575828313828,0.08974544703960419,0.004525931552052498
1,0.11037389189004898,0.1164102852344513,0.00687064602971077
1,0.07396664470434189,0.07469984889030457,0.0038019558414816856
0,0.016349539160728455,0.017623385414481163,0.004311943426728249
1,0.27092644572257996,0.2727527916431427,0.004102880135178566
1,0.1493595391511917,0.15147720277309418,0.018435774371027946
1,0.07825608551502228,0.07904341071844101,0.001812807866372168
1,0.09192103147506714,0.09891435503959656,0.016915740445256233
1,0.1357673704624176,0.14180295169353485,0.008538764901459217
0,0.0776696726679802,0.07833675295114517,0.0023217392154037952
1,0.11992896348237991,0.1233433187007904,0.005589812528342009
1,0.13174507021903992,0.13733063638210297,0.013468308374285698
1,0.09838403016328812,0.10262016952037811,0.01858309842646122
1,0.1223161593079567,0.1253497451543808,0.013394974172115326
1,0.15595510601997375,0.16309425234794617,0.0034756192471832037
1,0.13211451470851898,0.1338091790676117,0.01141106802970171
0,0.017605701461434364,0.019451431930065155,0.004774413071572781
1,0.1066894605755806,0.1125037744641304,0.034561533480882645
1,0.2206205129623413,0.22329530119895935,0.006963014602661133
1,0.13840501010417938,0.14830689132213593,0.01253270823508501
1,0.09965018182992935,0.10342008620500565,0.010237514041364193
0,0.14261573553085327,0.1571045070886612,0.0423571951687336
1,0.14482448995113373,0.15015411376953125,0.02571762725710869
0,0.13874675333499908,0.1403927505016327,0.0030106615740805864
1,0.13099364936351776,0.1323929876089096,0.010453698225319386
0,0.037414371967315674,0.03818316385149956,0.003942409995943308
1,0.08150100708007812,0.08425448834896088,0.008473432622849941
0,0.20073658227920532,0.2039915770292282,0.015597387216985226
1,0.15507559478282928,0.1613260954618454,0.015438028611242771
0,0.23892150819301605,0.30750322341918945,0.10327368974685669
0,0.09068486094474792,0.09270624816417694,0.021651478484272957
1,0.10841722041368484,0.11627645045518875,0.0028425820637494326
1,0.06596355885267258,0.06682540476322174,0.003975778818130493
1,0.08676373213529587,0.09547017514705658,0.03787066414952278
1,0.143724724650383,0.14639022946357727,0.008336612023413181
1,0.11346801370382309,0.11953888088464737,0.005937820300459862
1,0.039248157292604446,0.039597850292921066,0.0035434281453490257
0,0.1421036571264267,0.14701251685619354,0.006135782692581415
0,0.08645351976156235,0.08816322684288025,0.003147752955555916
0,0.006725430488586426,0.006813548970967531,0.0007765375194139779
0,0.16799981892108917,0.17144109308719635,0.004123653285205364
1,0.06602678447961807,0.07093658298254013,0.008139612153172493
1,0.0818878710269928,0.08279326558113098,0.0016938018379732966
0,0.011403597891330719,0.01223183423280716,0.002837261650711298
1,0.14578986167907715,0.15182630717754364,0.02299872413277626
1,0.0776306688785553,0.08240450173616409,0.006473729386925697
0,0.03296155855059624,0.033679720014333725,0.005305788014084101
1,0.1376400887966156,0.14134971797466278,0.0163638424128294
1,0.062164973467588425,0.06436365097761154,0.0034497154410928488
1,0.22503618896007538,0.2265463024377823,0.006690059322863817
0,0.13616622984409332,0.14183947443962097,0.0028437813743948936
0,0.0897156298160553,0.09048938751220703,0.002351612551137805
1,0.11378481239080429,0.11757221817970276,0.015055331401526928
1,0.10967212170362473,0.11362040042877197,0.00854741781949997
1,0.13460411131381989,0.14000101387500763,0.005327796563506126
0,0.11420627683401108,0.11655022203922272,0.014567899517714977
